Id,Price
725,145248.46847100178
15856,246093.83256820805
5480,261262.66885978502
15664,322135.86182698474
14275,138868.04358852466
7633,207341.64010151566
13329,158327.80222029248
5502,233514.80706242035
4220,279042.05532253726
11538,202722.64947489128
15975,277036.9650100825
3310,219263.2147625233
9286,143694.18709887407
11260,190250.6575176045
5214,104995.70084074719
11307,183497.32482361086
13543,393779.881854825
615,172945.06360560266
3495,213632.2755791103
2321,224741.47702658217
12046,201081.6500883522
16688,143728.4642114274
12694,217143.988144047
783,144269.94180714758
8968,165648.55544697557
13454,179542.27944660344
12190,225370.53975893333
11160,107583.7198782824
10291,198679.11040541925
891,278241.18645679555
2982,184752.28698972994
3818,234242.47458978696
2449,189709.7951254276
8317,164344.2035385892
4922,196005.76832384642
1257,245599.66809440186
9348,195232.46619098797
4176,183420.43389022778
10704,158420.80610718788
6624,117364.32630505522
5428,187081.85235985226
12749,185637.926763119
8994,207724.6687730572
11513,140484.68765293967
3047,191891.856955519
9519,187610.47625857897
12309,224870.27123811745
14081,271151.6409844417
8334,268060.91825112805
6343,185070.64118068837
14788,123806.03724886224
15748,501995.3265171571
153,236663.0406788797
14149,197855.01827469314
269,195059.8847099165
5452,131985.0930298642
721,185355.52575981966
5079,367067.04655213805
2831,123819.4202439411
10614,114978.89949182842
10131,294003.20523702574
9996,314988.20519199147
3061,179283.59521956174
11733,335071.92631213466
3726,288193.8740053959
10929,202304.84028226096
9011,234474.77288763545
16182,296624.5717265551
4976,171556.65508076004
9897,245059.87492250992
1872,169452.7010574204
9205,376864.0939131435
5403,421376.2414426334
14074,187831.45725144836
6268,154642.84817712396
14232,159186.32264624856
8532,232245.39923940212
7034,328697.9466399762
6553,533000.5452353257
3133,166165.95322929363
8596,200843.82292217866
12389,231395.95653729365
14462,177076.12962418768
8860,353622.80149961694
8377,281780.6079488679
6367,324092.09583377786
6917,242512.59292750646
4216,193582.57416993674
5806,149448.35687501592
5438,183718.0378647153
6632,199138.85294889938
2650,148784.09998908563
5396,190160.72295368797
4044,150989.1563719784
1345,237891.3808674462
856,175903.0623883778
12791,280229.10038660147
12499,215337.18940853208
12249,132220.93293635818
14641,151545.774583988
1919,160096.97662772963
7848,198061.26381106657
10749,171841.43503539183
15554,189835.95524439827
15834,209572.56247435033
1355,169712.5624328283
15451,197958.86718756115
12401,190447.82587020996
10290,165289.70396422176
9462,122489.68258672714
3103,250542.94273203413
3420,134769.34326080632
12262,252576.68964789293
5032,142570.2327387007
8949,280887.20715624554
15567,218001.3593466992
16389,156088.25870100106
7809,85847.73161508144
8990,142151.00921213318
16089,275812.2566140191
12743,99282.07165216286
5132,127830.72559108892
1619,282227.48576547566
2428,87532.02874471988
16741,163959.67387548872
13193,199387.61961511424
12588,526053.6403998577
5067,162697.46328017762
14685,125725.08441501061
2292,164417.2864234067
5746,127083.18302492517
12578,162201.58956419566
14834,167603.92990591316
2147,172982.67205616896
8222,134820.88743733393
10419,272254.35853613477
11492,226417.94059643973
3006,217333.7222160473
8761,191902.5781775043
15371,335476.2941266559
16367,152048.2918943743
6317,270474.54412703094
10878,278045.28333113884
3895,143641.39126896742
8041,242886.6009458394
13428,456221.13818362955
14669,143277.37612593287
1006,171689.80113946082
12271,179074.5263800414
3764,456609.66957478726
7675,195734.5447849239
11709,307358.55276078364
8629,148612.85804676308
1105,325681.6975186915
6096,168272.66812369844
11727,209371.07800432222
5157,173372.32964891795
3679,149849.8087747424
1755,146127.6448635942
7391,172589.92331677448
7425,108054.1975121627
6882,443494.98596650094
10752,318831.53036560526
7472,213023.1278456591
14320,98616.09075249571
9596,160880.82238162673
5317,209904.98794855634
7378,89704.33746192387
16154,180869.94313580403
3464,199929.45840365338
4197,234007.55406069208
9477,119249.93051405775
12705,190244.27983215114
16426,205967.9837387576
1481,73733.65821871886
9946,245320.22121548257
12025,221450.61764689794
5341,249782.76656146796
9923,276287.584273317
7953,306638.1876623864
11066,251673.83870708157
5037,179943.531722207
2509,182110.78544941364
4937,373682.3620348514
12089,408422.5748685999
4964,161562.75638983442
16500,282529.7322646551
4625,141288.70018926283
2363,413271.1130123688
8148,195704.6714556214
3804,177610.86773606253
4584,150241.83291931922
10694,120954.36088606143
2691,187331.701690439
2983,221049.21565434482
13563,384060.8817463198
10747,216861.89752337924
1721,205505.31993486153
2789,268317.4618943706
7214,254759.70098216212
8659,214723.58607238226
5107,303264.136417351
3843,225432.90003834874
14610,418604.797527699
15505,163673.78652820992
5060,246377.89093696495
16055,251006.09159369676
14963,194883.72579114285
4118,141833.29297318758
1672,216319.684902211
3209,175779.63035919878
16515,136725.22618649967
973,165911.13265125937
12529,189816.10380184188
5896,119157.28940968044
5450,332851.3099250536
3249,177723.44927245818
8911,188319.27094370886
5898,219341.9813287744
1024,184266.39343071706
4766,217165.94716190096
15804,176662.7302109885
14303,218870.26384973986
10707,184525.48223100492
6605,206935.45193440985
1138,436193.8791869099
14088,432913.4947230502
9154,176139.96901829087
8190,186873.68889124756
398,267756.03322421043
13302,270611.65276321344
9696,159779.75159198802
16786,119542.78704305313
16230,169886.2578895024
6552,187362.47643342684
923,219820.48417896955
9602,325354.8975778178
5857,285968.79809041746
8120,163242.6203993977
7134,180420.22411847973
11726,180489.79939403012
8069,121277.39814322445
12420,169291.7136803326
8604,185817.09495697203
4854,294904.10130451294
12212,182528.10247961478
12099,349367.0731053879
3882,407765.19376573316
6995,373906.66064371966
10172,226289.479554131
11672,282292.70948868274
12897,283218.25303322024
16097,180322.143913803
6779,270390.0777718675
11199,205741.42992710398
10816,406313.39415477525
143,425936.52930733917
5399,257304.83510323893
3286,154991.78064421413
13706,186830.0882652467
1935,404679.5335448089
16000,177580.185477541
2860,223123.67293369607
11407,163670.64720969027
16378,276331.1558397325
12278,165266.26323821966
3842,170200.70807319073
2692,334588.92182635074
7699,195565.0247420813
6825,300986.42430736887
7268,318466.2629075238
1477,391959.80213993863
9887,174468.00913317967
9436,185526.01692423428
3179,218625.02595572642
1350,458935.92087023397
10643,203087.05216379577
5793,260935.33593776316
11494,416906.7678505161
4206,184545.51901080643
12419,241542.60116870923
8530,248684.26988786005
5985,165187.50195498517
8908,208262.98064166887
256,128747.10564761516
7234,180178.33155117877
5648,201682.6816451874
3014,204772.01857705228
2184,182745.6505466377
9189,275281.87850114616
14884,193577.84852383178
10333,185323.13050887664
15896,139109.84373045256
13269,159811.1290228533
8603,228204.22970779028
15087,191719.94806643986
4344,203927.07617954962
7981,69127.81548116598
10908,230195.82408298246
6190,153523.50075524332
11742,206474.44143260724
9224,147298.04575063966
14667,201093.09760611734
458,185460.47907402748
2464,345679.2700085127
12320,241932.95604634547
278,198266.71711938365
2912,199820.38465119415
6698,199457.57475638238
4510,140392.14319226067
4183,187861.73808713644
5551,235114.11574742303
12187,160443.02788926492
7948,233886.44745442164
10808,192160.43104357677
12432,168710.38661025144
5356,176484.62370939428
8984,518051.89994057536
9203,185763.8515599618
15412,91935.0325326305
12041,129159.24051047422
7644,259012.16709025373
7071,191638.82727485418
10685,174788.85392687522
6763,281444.845148719
940,141058.59222543077
14959,207828.70313374366
1338,159125.35767143243
5351,153833.54679983822
6524,177044.34863981846
12516,154386.85587804567
3288,274825.94132851064
3146,239159.20133292093
3954,176604.21807853068
11955,177481.55031498097
1211,227364.5700331294
15668,208739.46451205196
1320,94231.57669054279
9108,159147.86163164457
16482,260191.65382840138
5017,146193.28763397262
8290,193871.2668213317
4304,407205.1473041539
1930,209191.64192477122
12530,174106.94413333834
11295,300655.30082700646
3002,152769.5376891604
15483,170342.36604125105
11525,197014.42200773247
13978,131464.5510146848
4885,147862.3697494038
8325,167653.06664763603
3630,124162.41127972871
9165,176830.66020152735
13945,233102.1064409403
10663,195882.5442495695
14803,180146.76516883244
7621,161941.04404353639
8205,233419.12913976674
10387,205050.81825277288
5457,137521.0804527364
10234,363301.4050879421
6251,169760.04124566956
701,263972.14921004407
7930,185204.97782243008
15028,154919.49897864944
12172,81164.75107814673
5805,188851.02750567958
7411,292039.4484487954
14806,180378.90370782168
7890,158511.5720546444
10440,153888.88944383612
14926,170052.12644429956
5381,149308.97876313358
3800,410962.37209618744
10511,226517.7001482879
9324,242715.3918676106
3313,201718.49466272385
7351,152549.16050426816
8459,189059.9698519792
9957,121889.17177785015
12024,209148.8139366973
4380,250667.15196694818
5042,140778.8149295519
13289,146182.01184272656
13407,377842.2651206455
13258,154416.99955303496
15993,317272.82143794064
12525,178798.0968359612
4062,241989.297773734
12065,234703.31168678583
8227,179762.99058037138
11333,166343.1676008619
2867,133805.55703876718
3319,251878.93085031802
3523,331581.37860825326
7055,203388.09491454967
14930,182887.36573653232
3444,139026.67011011278
2940,327495.50085288583
6935,355088.863305469
16116,449585.8078774507
13370,245044.42825509596
6103,214215.94820427956
7446,190581.94341146792
1859,184195.9904797693
4079,174459.38197218024
3228,158527.59375152588
9665,164584.57772256457
15957,410665.62791804934
11533,166443.80100049853
2314,127492.3840512874
4096,194072.21648371426
13437,182574.06336744496
5980,222264.62870348713
2008,194664.81036230363
6754,175549.8896534367
4129,155371.92504309418
14557,258165.54396379017
7096,367118.0883347024
14297,234470.50420468923
3967,217995.78679980035
16485,118430.66207418345
13075,307933.0948172943
14289,184450.82793588884
10988,148004.16773362772
3230,140798.09387641153
13250,180036.06716945593
2559,180437.43983391437
7739,361944.1115208872
7213,178221.1586938398
6639,201786.9716467113
3164,305475.5763629403
15207,162316.7477690023
5113,181756.35542308615
3929,144697.7633869703
14493,238070.17772260678
11110,181034.2154189515
2033,198046.24910022598
16057,205639.0706754592
16709,219405.96358853535
14313,153384.83830774372
1028,293450.55168489687
7187,106487.12416804042
3738,321926.7752359998
9869,306058.68391595676
12644,193439.41050717834
3686,115509.46242171855
9196,255489.3561958839
12326,210305.1945393813
4936,202548.03225544377
13314,177803.27669779546
9857,339757.7112801987
519,195599.44187602072
8410,167990.86966370617
1720,172983.31217576747
10341,227637.3648348545
14415,172599.70732211886
10613,278563.43662682176
8027,238625.71890032725
15539,266863.4949814944
7431,276261.33562712115
1370,149231.71665819405
12708,142220.13658108847
2250,216062.77307795698
14758,139472.38828231939
8525,348178.40865460655
1538,277590.3992060143
1142,156412.38933133148
1152,246058.50383482644
9802,185740.64267940255
3331,323708.6459216665
15203,179219.80255316728
4247,182460.3598447014
1976,356592.5626865164
2346,185698.56948003953
10078,248664.26868441218
1938,199033.07413036222
7819,150892.355984097
2168,246497.62001068838
15634,232166.6504495554
8465,234938.21803804266
9313,155027.22034480597
6539,129854.0478627885
6325,112346.56344328244
13442,269785.8368439843
9967,185206.9456506712
7893,221069.30536429017
2861,216123.18362139096
11031,277041.6599802492
15073,130724.51352585685
13837,168176.56093308673
2524,232213.6426571037
8617,196311.06171160383
13513,191274.6693586291
3081,304670.1947406683
10675,394470.4265794725
1907,82184.1977884384
4872,241621.82711689992
16274,457861.62751190196
11837,226834.57806367555
16577,228356.95277656856
5231,322450.0117260203
11315,195696.693505059
273,205050.81825277288
8363,204359.29446565302
4255,219389.46190244152
16330,243910.83188867595
11528,178815.97860038935
14799,263295.38620273094
1611,273254.7102975329
9234,171566.76135893757
1633,102151.10792239629
6791,210709.5631960405
11567,356570.1909961706
3070,205237.56401084317
12094,263269.1098735504
14335,297435.4853116248
137,158028.46215845816
7182,154826.91883785176
11718,181234.0504276607
5194,100518.08040078475
97,367977.94556832855
5118,469228.49390243477
13920,266490.22825204
9952,188154.5958320487
15337,208933.73361463373
10243,218020.0329948204
4048,448372.29991752835
171,181621.19991703797
11378,154025.6869331761
14190,172893.74394105442
15265,139465.23471304923
2740,129696.60848021449
5573,312789.67369776923
4481,233465.22150200605
2631,148118.68974064582
4984,249171.2494494799
16466,185163.18130328428
16716,121563.75194399255
15325,191909.38789689195
10115,179643.89841147015
117,578538.9468282324
5476,105741.90620405356
11757,182950.98368350518
12359,115831.42774720752
15546,191510.76915278978
8133,156157.97153723374
9018,329885.0193300864
2075,168689.82030248307
11170,307800.84593965276
15733,203075.58156920495
9280,147561.92032090633
10734,310934.1882741531
14071,155905.00027032502
7373,232110.60186077163
14736,169038.35273746963
3458,110902.39547280861
6183,168280.55095303987
7825,205436.97317413086
16775,182034.4759608346
5717,178236.03130373624
12397,133723.52547450358
8189,526169.3108151132
4423,206292.5436342982
3994,135971.00508460618
10342,196468.90784781854
10051,178114.7440129306
9453,141566.599323553
12593,515095.40779700043
1274,86780.00261229747
6933,363856.0780802769
1761,143020.1952379286
7157,343833.4596293474
15169,146110.65090656542
6792,307577.2298307781
13830,185719.47298451196
7240,195548.26354301575
3051,256268.16142589
6550,118820.2629097684
4603,192715.26240610212
5729,165481.91227836275
13473,350024.95914462593
15104,144060.43029575175
6599,479117.6634858619
2216,253361.20333038594
8721,333291.4824982192
3645,197592.5139319805
8664,200484.0793042464
11001,195220.05207172563
753,155765.16729756366
8129,224777.18113847906
15235,180130.61679176483
3359,237197.65687434052
10424,221859.57279171838
10226,229900.62570675602
9252,183948.1774635564
3008,256305.64147958206
5849,165128.68308254034
8494,180844.63325802382
6764,264978.5566450849
12445,295956.3625257867
11716,200194.81721359436
4508,114169.23457723238
5669,190143.64671931224
11427,116716.7834769636
11065,183113.66109087033
8910,211968.5287672669
16401,204440.62854981437
11913,155953.46715339823
6221,186126.01049816003
10839,204122.7470250245
2809,209214.83404303066
13311,153984.72276030318
6866,195367.8574194272
6019,178624.72736195245
3024,164155.6385885027
1391,224471.82056207102
15904,204655.33196361776
15858,302170.58435455384
9911,275883.133083133
16579,194575.92280398202
4394,270218.95285029226
1468,520708.0462909904
12965,151692.145299311
2249,195041.07104568454
14384,158386.46164574716
13040,104181.95010793256
8872,141422.76615453747
12864,256649.96994225075
15712,162166.4850154949
14049,173297.4035311643
1840,97170.94049021673
12019,170546.64888103667
8948,158444.29483892262
15154,194670.93623116837
6943,137006.29172891247
12564,388837.9219306796
12766,175264.22218066407
7255,230302.36745563496
7962,154285.40697183585
709,142795.75152484456
4634,158316.34588914414
889,223797.98547584677
4774,139060.80538231903
13890,167796.62778649473
15431,149753.6430061802
8726,379109.5637448638
10373,141599.6444773255
6413,184425.97066153697
9761,137309.8164019621
15864,185234.8792770038
6147,145438.1002138024
3384,197363.17884558154
320,280294.64880103705
8006,171140.24767124493
14395,176314.1784754387
14976,98667.68594641636
12185,223107.57202658278
4779,127716.6143211537
8551,134869.77152375545
9025,212876.5332123302
10616,225416.2831971185
7475,119473.13054223293
6341,321556.12777527905
14163,144440.3531908084
2211,185550.2216801187
10532,286457.6605748315
14338,137549.6400048596
831,173088.7666365704
3382,162014.3704937733
9209,300794.8802353537
7188,221241.31924569985
7197,212174.2845021461
11270,175526.36238918302
15918,96511.08601281437
6937,466335.51425951323
6178,194172.59546443072
10668,115718.8860084305
1413,268382.30985231657
6884,353175.365066922
8266,209262.30407425057
14019,205076.8135926451
16764,143635.8123702856
15306,170689.0652016993
3740,208883.76506532647
5298,182491.77141129578
8319,182811.66734051143
4229,185270.65229523354
13429,200982.45544039973
1753,452811.7700947734
860,253414.6098880145
14219,155783.88264316446
12113,219053.08347400685
11309,112306.8395031405
9930,195781.07817710846
10570,207710.40474491564
2839,154336.0087308245
6699,113438.54363987577
16647,122135.15901168241
5325,223699.57573313685
13733,146840.23383549045
7818,350662.9098078809
12505,213007.6369629735
9489,194471.60909995378
10106,198814.9012428446
7864,216867.64244378384
5134,274750.9139570862
11859,152637.99908156093
7440,379767.0753000121
1525,321814.65762544126
7339,185872.38174554255
8,350495.23462514114
3248,114377.82893700349
8995,236931.91788603517
15178,65452.87569732648
8594,159457.389668565
15770,214643.09392145966
15859,333982.0155678207
1735,316862.9865524465
11410,494106.543979193
16397,161585.670045909
3572,144711.217015316
5501,110874.28760268635
969,170390.83155589536
6977,455975.5763201977
1233,178586.99834662233
4258,176276.88118414796
90,482453.7375721611
16650,197912.2100433191
197,105695.95675746011
12514,262150.07878912124
4367,177944.75540909416
3199,195865.70459341694
5600,204313.80745940126
11641,184408.14277906567
14609,114169.23457723238
12775,158079.98528971683
14240,177490.11173524216
7933,183819.48637943907
6945,357459.0842251906
14006,200565.6539679208
6320,248210.06687494795
12061,186792.3459774022
16369,207449.20783024846
16354,389038.9725304681
3970,290052.82953614485
1048,205182.55731891288
3639,220003.6253904944
14448,238508.80734937053
2812,462278.292122854
3932,142985.6435256831
14875,303267.1858913144
8883,113065.64084694262
7622,319686.588580721
7252,126217.29145788617
9751,176434.06991085058
2378,195240.21720952692
6816,253823.39000656593
15358,185673.82173678663
7843,156664.53412941916
10448,379018.5877317209
7840,273511.88675346354
8880,229011.25728633627
12551,341216.2050978606
15470,188366.74568229582
16207,225324.33860856612
12123,120464.66048618585
15247,369643.40365870815
7481,209264.5154419534
16171,334479.75334826414
7461,307083.83744150895
902,205753.3494784314
13094,159060.79660143165
11584,249493.65227758384
4462,201271.5021201865
15576,142255.35912600879
16606,253594.57153792976
5427,318162.5340837999
7725,159264.58039930594
5409,194671.9305953667
12579,125138.87545662584
12013,237561.58075912023
11321,190859.44814778288
9932,148902.18756335464
591,145683.76356234882
10357,203459.2350139675
3336,250215.83174294783
13,183280.10021761735
4809,209050.289377086
7555,170516.73190496047
15172,329563.3778738751
6989,165386.28596570468
4707,179868.08937065882
2046,248764.65836363292
6495,94518.69371239723
3873,179405.04466915122
7061,205504.27217968798
12112,213891.4738371257
8917,310432.86385380366
7735,150582.37465096122
16442,220597.55928059487
4244,162587.82168390707
3747,237866.41851587
11086,181224.38862382612
10080,188258.30819742326
15057,257706.53073487137
1331,190505.5472467091
8891,164548.65020423316
13411,224892.61704638877
16730,216084.7962004656
2267,188155.1553714563
3022,200782.54955000864
11190,217849.96517093093
11857,184434.70967865523
9318,184205.74523480173
16512,176219.2234906812
2053,216897.75569423902
13707,132981.70600120554
12143,154281.3064206258
14080,165878.31580713208
6130,176320.27917792238
7936,91622.16317909882
10101,165584.83870634032
5663,209549.93473521646
14811,107912.63654905242
1366,180539.72653341808
908,213461.09789671836
2953,122890.86556906787
14629,142606.688863855
15096,392344.69284756714
2115,186086.67185270978
11770,167281.37605336605
12701,180548.3832848029
14584,123383.99924611341
1893,429213.28820762434
9501,510715.8056613363
2138,170237.875258951
9346,215784.64904680548
15960,359992.65663840517
8230,159948.97680447224
13843,201051.08927218447
13810,201302.84740149925
15650,185648.20401851903
9974,127368.97542047128
12200,208034.84128769406
538,213427.88693457068
5334,194425.79455929872
14823,117792.74192586516
4817,167381.37416683504
9041,227321.89370793552
4359,269676.6374003251
4852,216485.46083299178
10141,135545.72019198182
1503,195309.98401677218
16256,497713.01639484585
683,114367.9756178319
14382,193756.07647520915
7248,204663.33332606577
1200,181170.53771097944
3563,162521.59627630407
3681,382160.53999732237
3053,245291.37867736115
4099,206578.51293372907
807,107431.28261792754
4658,322473.6652104578
3535,170438.65621354213
12548,148620.77339162005
10488,188378.5478501711
5851,168707.376139948
13736,232652.7213031598
875,155291.12774284137
14449,156862.97226129417
3958,330752.6920823658
10727,178170.62073281323
11296,136113.88674156062
13646,248362.95252691914
9599,229325.7614248993
7135,231895.04300387885
5943,340056.8939207407
2695,256249.40465738325
6766,218731.01922318377
5630,172417.86794220193
13586,192554.50536197273
3507,451664.8753607494
10014,141094.82103942722
459,280396.3260816662
3582,248818.9061844689
8560,265533.0147168258
3372,178360.80751409946
13109,280317.07894650055
8160,209848.8027453162
10706,233975.6178365708
9104,312845.76255721744
2870,190325.78262214357
13712,170572.44367673327
13924,133643.7354856234
798,246955.814636363
9750,429114.9288309393
16248,403896.55813838245
3170,181996.3974219849
12700,200516.5460765886
10601,127376.58527154734
514,205274.35398224668
4010,276462.42784683884
8124,165930.8419303517
10800,171007.9117939516
13628,195512.90817441355
11637,138641.96094601354
781,172694.8429981435
16156,190416.6625528526
12618,251750.3469476703
9766,170439.95774770726
15987,265286.23314124346
11051,345824.5349994484
7673,201232.6834779552
1245,476635.2348707563
2443,163626.6163068365
7413,97915.43519248287
310,141357.2553789776
10921,243011.87582919633
8709,106132.51055785968
12404,315932.16075015813
14986,211161.892195124
10714,321152.89841068257
14286,227331.47755491216
13828,360887.82737368246
8926,445488.8680904909
12233,180828.46753439933
3913,221644.6236187557
5221,186686.70642122606
14965,86295.84716921266
862,189563.46962957116
13907,142831.3758671394
5418,181665.38754151756
2045,180094.02138121708
13321,184579.44452383678
2762,256369.58869862705
13888,179870.14570412447
14962,136239.1481280574
13305,298834.6584574766
8487,302653.7807861404
7146,156749.5887201107
1134,184581.13920350335
15092,363520.68873485253
13760,266731.13886330905
11958,431040.0814914139
3177,172760.29169726654
11350,199369.51203157267
1524,121177.03869842713
5527,278366.61046375433
2872,203997.45060977654
8602,344310.9556386242
3067,312495.81373477576
10435,206708.08463503438
11222,214485.96831840082
8700,157951.10910455775
10961,237100.72811027057
14305,191847.49866471541
8362,303814.323802164
4979,156521.62999617177
7180,320962.2081702825
5763,126362.62853949812
2192,229205.49325440582
13581,184659.76855793546
10720,155549.88334072838
1358,244979.88464372038
13366,332704.51456507295
13539,394398.7584670402
12849,193824.9663104526
6794,181365.7894938007
525,399538.046174201
12223,369654.06268250116
16271,121420.36803447444
5818,137510.8059502019
16588,289490.0189780757
8981,126017.98765548348
16476,132386.3648709795
14663,191814.69595790716
3,139314.17721334915
6615,132684.98852566557
12215,292254.27378416347
304,253200.1790901063
13634,310457.89636348875
9208,189886.28225386635
2175,164723.20721297755
250,207008.64529231415
6045,184563.4056195951
10516,159887.16258575665
1852,562428.6580435368
1573,198019.30707190602
15079,170761.86395927583
5500,173300.06908980603
15775,163574.83596758218
3198,162254.9863953684
6718,196466.500997577
4149,187012.66291674587
